fold,accuracy,balanced_accuracy,mcc,kta,cka,effective_rank,n_test,best_C,best_degree,best_gamma,best_coef0
86,0.6956521739130435,0.6904761904761905,0.3750457847507963,0.023397511708440195,0.09566971576992683,19.58993522192322,23,1.0,3,0.1,0.0
87,0.35714285714285715,0.3484848484848485,-0.251259453814803,0.0013430537962036315,0.07239144511544468,20.898844256049795,14,10.0,3,0.1,0.0
88,0.5333333333333333,0.5,0.0,0.008807749879295938,0.08066538143729521,17.347800409713333,15,0.1,2,1,0.0
89,0.6,0.6477272727272727,0.2618924633082486,-0.004360416103696797,0.06979438421840779,17.14582922438111,15,0.1,2,1,1.0
90,0.47058823529411764,0.5083333333333333,0.015430334996209192,0.017563110096303475,0.08930084366483305,16.007536142174985,17,1.0,2,0.1,0.0
91,0.5789473684210527,0.5773809523809523,0.14951420452417674,0.029885686377493427,0.10323153362558936,16.14240457715214,19,1.0,2,0.1,0.0
92,0.4,0.4,-0.2182178902359924,-0.0011645256266546197,0.07431082138249237,23.080734521418115,10,10.0,3,0.1,1.0
93,0.75,0.7,0.5291502622129182,0.012917205038672622,0.07984412923950557,22.233701186634793,12,1.0,3,0.1,0.0
94,0.6818181818181818,0.6818181818181819,0.37796447300922725,-0.006649589767940474,0.06552645288060402,11.576879160590327,22,10.0,3,scale,1.0
95,0.4375,0.4375,-0.16012815380508713,0.019200287338496342,0.09422724862238048,21.620978490585298,16,10.0,3,0.1,1.0
96,0.4444444444444444,0.4375,-0.125,0.01097872870274047,0.08521645989092128,21.884448290408564,18,1.0,3,0.1,0.0
97,0.4,0.4375,-0.10206207261596577,-0.0012927212663146872,0.06358721576632141,12.274789963006603,10,0.1,3,scale,1.0
98,0.5185185185185185,0.5227272727272727,0.04469901562676742,0.0052576662620136185,0.09638720147627206,15.002328075433416,27,0.1,2,1,1.0
99,0.6666666666666666,0.65,0.31622776601683794,0.013733132239246543,0.08152320558961959,16.706338080893453,9,1.0,2,0.1,0.0
