fold,best_representation,best_reps,best_bandwidth,best_C,inner_score,accuracy,balanced_accuracy,mcc,kta,cka,effective_rank,n_train,n_test
32,mean_z,2,0.1,10,0.8556547619047619,0.8125,0.8125,0.629940788348712,0.1538820391395471,0.19232786683589542,16.208691201814236,64,16
33,mean_z,2,0.05,10,0.8159722222222222,0.875,0.873015873015873,0.746031746031746,0.13061296775573927,0.24840538634122944,4.360763688495031,64,16
34,mean_z,1,0.05,1,0.7981150793650793,0.75,0.7619047619047619,0.5238095238095238,0.1140867913254103,0.2895502451842961,2.96679165919433,64,16
35,mean_z,1,0.05,10,0.8422619047619048,0.75,0.75,0.5773502691896258,0.14015259500188768,0.32021896668924676,3.2097420355029507,64,16
36,mean_z,1,0.1,1,0.8422619047619048,0.75,0.75,0.5163977794943222,0.18187059061044597,0.22552455422799542,10.963201623917262,64,16
37,mean_z,1,0.05,10,0.8444940476190476,0.75,0.75,0.5163977794943222,0.13542965917031755,0.326760251989295,2.991076131621001,64,16
38,mean_z,1,0.1,1,0.8159722222222222,0.875,0.8888888888888888,0.7777777777777778,0.13982766993628445,0.18300838235800082,11.153200473819105,64,16
39,mean_z,1,0.05,10,0.7807539682539683,0.875,0.8888888888888888,0.7777777777777778,0.09328684088962508,0.24867789670487206,2.8444988030531033,64,16
40,mean_z,2,0.05,1,0.814484126984127,0.625,0.625,0.25,0.15100968772923226,0.2849698501294288,4.676221958983846,64,16
41,mean_z,2,0.05,1,0.7586805555555556,0.9375,0.9375,0.8819171036881969,0.11012512031380663,0.20476029553653954,4.679210487131083,64,16
42,mean_z,1,0.05,10,0.8187003968253967,0.8125,0.8125,0.629940788348712,0.12288199139253941,0.29438937754241007,2.9788487074384284,64,16
43,mean_z,1,0.1,1,0.8159722222222222,0.875,0.8888888888888888,0.7777777777777778,0.16876425372764137,0.23065117941129737,9.603871034901704,64,16
44,mean_z,1,0.05,10,0.8231646825396826,0.625,0.6031746031746031,0.22084711628963774,0.13918163119682558,0.3289052419131201,3.0880586584502705,64,16
45,mean_z,2,0.05,10,0.8583829365079365,0.9375,0.9375,0.8819171036881969,0.14175881629258588,0.28082367846706224,4.139515311839195,64,16
46,mean_z,1,0.05,10,0.8588789682539683,0.75,0.75,0.5163977794943222,0.15434318607892172,0.3324685137831402,3.2089253535049873,64,16
47,mean_z,2,0.05,10,0.8462301587301587,0.8125,0.8125,0.629940788348712,0.13760607479211834,0.28167755410326956,4.03866199931105,64,16
48,mean_z,2,0.05,10,0.8258928571428572,0.75,0.7301587301587301,0.49265895172303803,0.14048880429107657,0.28178084415393,4.271229197299002,64,16
49,mean_z,2,0.05,10,0.8276289682539683,0.9375,0.9444444444444444,0.8819171036881969,0.10581050170708538,0.21790677423745533,4.207777901007736,64,16
50,mean_z,2,0.05,10,0.7876984126984127,1.0,1.0,1.0,0.14817677866972653,0.2783607193243563,4.318997238870808,64,16
51,mean_z,1,0.1,1,0.8278769841269841,0.8125,0.8125,0.629940788348712,0.17852076859025395,0.22603146264122814,10.327314582082176,64,16
52,mean_z,2,0.05,10,0.8345734126984126,0.75,0.75,0.5,0.1625181777443492,0.3272729302262373,4.174112083214209,64,16
53,mean_z,2,0.05,10,0.8154761904761905,0.9375,0.9285714285714286,0.8783100656536799,0.09732636744888334,0.1942316386504853,4.301940879171517,64,16
54,mean_z,1,0.05,10,0.8276289682539683,0.6875,0.6904761904761905,0.3779644730092272,0.11679356087405902,0.29198281941415016,3.011595634834977,64,16
55,mean_z,1,0.05,10,0.8070436507936508,0.8125,0.8125,0.674199862463242,0.11731723032295757,0.2564880740145222,3.3110217747800506,64,16
56,mean_z,1,0.05,10,0.8883928571428572,0.625,0.625,0.25,0.14614634606062263,0.37917220829901555,2.8352228718060433,64,16
57,mean_z,1,0.1,1,0.8427579365079365,0.75,0.75,0.5163977794943222,0.19016088605455234,0.23566503697650826,10.998238847283428,64,16
58,mean_z,1,0.1,1,0.8177083333333333,0.875,0.8571428571428572,0.7644707871564383,0.1273754104695701,0.1671182748683032,11.097081462858696,64,16
59,mean_z,2,0.05,10,0.8449900793650793,0.875,0.8888888888888888,0.7777777777777778,0.12363560741255823,0.262428744638587,3.922538037716737,64,16
60,mean_z,1,0.1,1,0.7594246031746031,0.8125,0.8125,0.629940788348712,0.13913660097959132,0.17469948022256146,11.397132660214039,64,16
