comparison,mean_diff,ci_low,ci_high,excludes_zero
ZZ - Z,0.003571428571428573,-0.01727281746031745,0.025229166666666646,False
ZZ - Classical RBF,-0.0007142857142857118,-0.02306547619047618,0.021329613095238092,False
ZZ - Classical linear,0.06944444444444443,0.04692460317460318,0.09264037698412697,True
ZZ - Classical poly,-0.01531746031746032,-0.03846230158730159,0.007986359126984125,False
Z - Classical RBF,-0.004285714285714286,-0.0234923115079365,0.013849950396825387,False
