fold,best_reps,best_bandwidth,best_C,accuracy,balanced_accuracy,mcc,kta,cka,effective_rank,n_test
0,2,0.05,1,0.625,0.625,0.2581988897471611,0.10083157110497523,0.10744624910003953,34.84722286731872,16
1,1,0.1,10,0.4375,0.4375,-0.1259881576697424,0.12051714656156509,0.12199726624785177,52.79507329456999,16
2,2,0.1,1,0.4375,0.4375,-0.13483997249264842,0.13346779358663385,0.13513007657929743,55.17964162395381,16
3,2,0.2,10,0.5,0.46031746031746035,-0.10087125544480041,0.12086421609191247,0.12281920855127819,59.340375245135824,16
4,1,0.1,1,0.5,0.4444444444444444,-0.2277100170213244,0.12851121878848223,0.13143771948956223,53.23344768641314,16
5,1,0.1,10,0.5625,0.5625,0.13483997249264842,0.12309226045633169,0.1246686455195774,52.232451230467305,16
6,2,0.2,10,0.5,0.5,0.0,0.12615500436567958,0.1288137174242196,57.70217677185162,16
7,1,0.05,10,0.75,0.75,0.5,0.07069898013662543,0.08095262585533797,25.353083888040427,16
8,1,0.1,1,0.6875,0.6746031746031746,0.3578300267477955,0.12260145532921247,0.12466836137720015,51.47974488977639,16
9,1,0.05,10,0.5,0.4920634920634921,-0.015873015873015872,0.07840992166326365,0.09530959719927289,23.99898257769879,16
10,2,0.05,1,0.5625,0.5625,0.1259881576697424,0.10688898464607106,0.11520886010841003,36.364915388872184,16
11,1,0.1,10,0.6875,0.6875,0.3779644730092272,0.11775028523239983,0.11918079100703072,52.17096787557169,16
12,1,0.1,1,0.625,0.625,0.2886751345948129,0.13557169029683658,0.13735802151858292,51.52325343182958,16
13,2,0.2,10,0.6875,0.6428571428571428,0.42857142857142855,0.12097791710719692,0.12331932614795801,58.50394961221992,16
14,1,0.05,10,0.4375,0.4365079365079365,-0.1259881576697424,0.08622329147240153,0.10205244878794435,24.927858273118826,16
15,1,0.1,10,0.5625,0.5625,0.16012815380508713,0.1271170396201464,0.12939987456656887,54.178869748469964,16
16,1,0.1,10,0.5625,0.5625,0.2581988897471611,0.12814680567237632,0.131561243050089,51.35081198945433,16
17,1,0.05,10,0.5625,0.5625,0.16012815380508713,0.0926467372668656,0.10242046224305226,26.34193751082934,16
18,1,0.2,1,0.5625,0.5,0.0,0.12799347051357376,0.13011950453144594,58.226049414451225,16
19,2,0.2,10,0.6875,0.6904761904761905,0.3779644730092272,0.12047526815579987,0.12217607010507654,58.364776597088905,16
20,1,0.1,1,0.5,0.5,0.0,0.13695928368026253,0.13969608336771794,54.739434897307326,16
21,2,0.05,10,0.375,0.375,-0.2886751345948129,0.10854564241781155,0.11926537958842191,33.65936574827797,16
22,2,0.1,1,0.5,0.5,0.0,0.12464725486716483,0.12668160405282236,53.73236360092129,16
23,1,0.1,10,0.6875,0.7063492063492063,0.42289003161103106,0.11951575346303865,0.12142427952081988,51.13937814643216,16
24,2,0.2,10,0.5625,0.5158730158730158,0.047619047619047616,0.12666216462963487,0.1289091672551339,60.969550989473724,16
25,2,0.05,10,0.3125,0.3125,-0.40451991747794525,0.115373548403496,0.12335672545653721,33.4456625621849,16
26,1,0.05,10,0.5625,0.5625,0.1259881576697424,0.09036888613029692,0.10277366204054864,27.775406343232575,16
27,1,0.1,10,0.6875,0.6875,0.40451991747794525,0.11826302685530538,0.12064505531427627,53.50235278167049,16
28,1,0.05,10,0.6875,0.7063492063492063,0.42289003161103106,0.0742948104757842,0.08844653826550428,24.40399547218689,16
29,2,0.5,10,0.5625,0.5158730158730158,0.047619047619047616,0.11939388316454452,0.12083697149255763,61.929414001633056,16
30,2,0.05,1,0.4375,0.4375,-0.1259881576697424,0.1086398045609129,0.1179278559012811,34.0838002101738,16
31,2,0.1,1,0.5625,0.5625,0.13483997249264842,0.13054597435254037,0.13200791313098922,56.79920437899239,16
32,2,0.05,1,0.5625,0.5625,0.1259881576697424,0.10026072407111165,0.10981805415649903,35.99247929179363,16
33,1,0.1,10,0.625,0.5714285714285714,0.29277002188455997,0.12181051597152101,0.12413322527888604,51.82119022968927,16
34,2,0.1,10,0.4375,0.4365079365079365,-0.1259881576697424,0.12739732741900492,0.12907228157813755,57.261629310543206,16
35,1,0.1,1,0.625,0.625,0.3779644730092272,0.1285076315470467,0.13100591719009488,51.668598546041835,16
36,1,0.1,10,0.5,0.5,0.0,0.13468058061594196,0.1376475022538297,51.3967561375871,16
37,1,0.05,1,0.5625,0.5625,0.1259881576697424,0.09077770774832652,0.10014888131190634,26.761669213320662,16
38,1,0.05,1,0.4375,0.4365079365079365,-0.1259881576697424,0.07864328377973805,0.09223150166073206,26.184730635121003,16
39,1,0.1,1,0.6875,0.6428571428571428,0.42857142857142855,0.1223052256783258,0.124891651895948,49.65072341561378,16
40,2,0.05,1,0.4375,0.4375,-0.13483997249264842,0.10833520310560311,0.12052538199502384,34.37117438518833,16
41,1,0.1,10,0.5,0.5,0.0,0.12653257358984707,0.1296144614712055,50.557551245531926,16
42,1,0.05,10,0.5625,0.5625,0.1259881576697424,0.08444497715756674,0.09401478492133986,26.7256993105378,16
43,2,0.05,1,0.625,0.6349206349206349,0.2698412698412698,0.09704696278599188,0.10613567516079661,37.64888608939965,16
44,2,0.2,10,0.625,0.6190476190476191,0.23809523809523808,0.12756602182316573,0.12950657231354404,59.34416053110822,16
45,1,0.05,10,0.625,0.625,0.25,0.07770933154874861,0.0903115855883403,25.330384401066155,16
46,1,0.05,10,0.5625,0.5625,0.1259881576697424,0.092696974834171,0.1035274179798533,26.859808566960254,16
47,2,0.05,1,0.5625,0.5625,0.1259881576697424,0.10247261240503774,0.11147241235946725,34.8837034448336,16
48,1,0.1,1,0.625,0.5714285714285714,0.29277002188455997,0.1267519369952872,0.12922864415715563,50.88715602108583,16
49,1,0.1,1,0.75,0.7301587301587301,0.49265895172303803,0.1205173644702812,0.12264817021754029,52.73506162999088,16
50,2,0.05,10,0.625,0.625,0.2581988897471611,0.10633522586978729,0.11565834180977011,35.67200479122707,16
51,1,0.05,1,0.5625,0.5625,0.13483997249264842,0.07666374681506108,0.08736268464288953,25.699014370553645,16
52,1,0.1,1,0.6875,0.6875,0.48038446141526137,0.12444877063994421,0.1265376637012603,53.9048627622182,16
53,1,0.05,10,0.5,0.5079365079365079,0.015873015873015872,0.08342036719531212,0.09711088497008233,25.001157869499174,16
54,1,0.2,1,0.5,0.4920634920634921,-0.015873015873015872,0.12448319158874907,0.12594116865713137,56.704580382935916,16
55,1,0.2,1,0.5,0.5,0.0,0.12939721230201134,0.13181642462598264,56.47152252198422,16
56,2,0.1,10,0.5625,0.5625,0.13483997249264842,0.13436427611320906,0.13537563065088026,57.65504511450568,16
57,1,0.05,10,0.6875,0.6875,0.3779644730092272,0.077971784039083,0.08661823057510498,24.372654280218523,16
58,2,0.05,10,0.75,0.746031746031746,0.49206349206349204,0.09644205226812946,0.10524245419305503,35.93223128977802,16
59,1,0.1,1,0.5,0.5079365079365079,0.015873015873015872,0.12804435562385436,0.12995654686215435,57.39873237454425,16
60,1,0.05,10,0.5,0.5,0.0,0.08802507519134817,0.09787081811916917,25.52856226318973,16
61,1,0.05,1,0.5,0.5,0.0,0.07849129489618133,0.08853248588751605,24.08159558339779,16
62,1,0.1,10,0.5625,0.5625,0.16012815380508713,0.129884270099943,0.13171896332197466,53.73370791298799,16
63,1,0.2,10,0.4375,0.42063492063492064,-0.16265001215808886,0.13217442238992422,0.1339519472932487,57.31654577711366,16
64,2,0.1,1,0.4375,0.3888888888888889,-0.3333333333333333,0.13784830600039338,0.14050753090858506,54.43459963753848,16
65,1,0.1,10,0.625,0.625,0.2581988897471611,0.13641410146974817,0.1384095052402172,57.218376173904616,16
66,2,0.2,10,0.5625,0.5625,0.16012815380508713,0.1272869058839486,0.129419460799728,59.32272072757549,16
67,1,0.05,10,0.625,0.625,0.2581988897471611,0.07579990067322255,0.0871639922516676,24.89255937274691,16
68,1,0.2,1,0.625,0.5714285714285714,0.29277002188455997,0.12379031294104302,0.12575459272144532,59.15534732904055,16
69,1,0.1,1,0.5625,0.5317460317460317,0.07273929674533079,0.12443476724207232,0.12652335626865766,52.099297949227925,16
70,1,0.2,10,0.5,0.5,0.0,0.1311702178470155,0.13300406042380725,56.721464426976766,16
71,2,0.05,1,0.5625,0.5625,0.13483997249264842,0.09439131991581896,0.10266076533029332,33.37491399491497,16
72,1,0.1,10,0.625,0.625,0.2886751345948129,0.12926459436920482,0.13187679847537287,53.65041568649776,16
73,2,0.2,10,0.5,0.4920634920634921,-0.015873015873015872,0.12022780934285744,0.1219122606312651,58.15982707707627,16
74,2,0.05,1,0.5,0.5079365079365079,0.015873015873015872,0.09709475011845048,0.10632091867571047,35.610902589861325,16
75,2,0.1,10,0.5,0.5,0.0,0.12557764517931513,0.12831884345048147,54.94251968558822,16
76,1,0.1,10,0.5,0.5,0.0,0.12679271345166743,0.12873940500957937,51.43540329235896,16
77,1,0.05,10,0.5,0.5,0.0,0.08058989471296436,0.09289947267871537,25.65804470468426,16
78,1,0.1,10,0.6875,0.6746031746031746,0.3578300267477955,0.11992448816859881,0.12223806699122629,52.17881695226402,16
79,1,0.1,1,0.6875,0.6587301587301587,0.363696483726654,0.13108955976288383,0.1332384427798941,52.21356660734785,16
80,1,0.1,1,0.5,0.5,0.0,0.13324910333037668,0.13619538816836854,51.24136305957497,16
81,1,0.05,1,0.625,0.625,0.2581988897471611,0.08699089616485241,0.1008203311155231,26.858065493798378,16
82,1,0.5,10,0.4375,0.4375,-0.2581988897471611,0.12235863435416473,0.1236181198075755,59.80353805165246,16
83,2,0.2,10,0.5625,0.5476190476190476,0.09759000729485331,0.11774929480504968,0.11959764126230438,60.185190734290856,16
84,1,0.05,10,0.625,0.6507936507936507,0.32277655457716287,0.07787545330219624,0.08933730181213982,26.237363987675632,16
85,1,0.05,10,0.5625,0.5625,0.1259881576697424,0.0803031966409642,0.09009685881627479,26.442416488964955,16
86,1,0.1,1,0.75,0.75,0.5163977794943222,0.12447266730118457,0.12601092869203048,51.326301318978444,16
87,1,0.1,1,0.5625,0.5625,0.13483997249264842,0.1371244974853006,0.13901883525066527,54.18358333779727,16
88,2,0.05,10,0.375,0.38095238095238093,-0.23809523809523808,0.10455482029870895,0.11560905992133017,34.56146331665932,16
89,1,0.05,10,0.625,0.6190476190476191,0.23809523809523808,0.07476719057278992,0.08825229572789209,25.039393822770798,16
90,1,0.1,1,0.6875,0.6875,0.48038446141526137,0.12552370396385648,0.12749865176432112,53.548279382548486,16
91,2,0.2,1,0.5625,0.5625,0.2581988897471611,0.12356048521059299,0.12647421332407818,59.519257703931125,16
92,1,0.5,10,0.5,0.5,0.0,0.11952141117678952,0.12116258550489614,61.35208044520192,16
93,1,0.05,10,0.4375,0.4365079365079365,-0.1259881576697424,0.07829708353581732,0.09128208301684017,24.449451270133224,16
94,1,0.05,10,0.5,0.5079365079365079,0.015873015873015872,0.08566640173018433,0.10180430925761054,24.269281561565176,16
95,2,0.05,1,0.6875,0.6875,0.40451991747794525,0.08691616400824742,0.09677041350581678,32.78977614407799,16
96,1,0.1,10,0.75,0.75,0.5163977794943222,0.12415760148411667,0.12488132541869867,55.2580713873561,16
97,1,0.05,10,0.5,0.5,0.0,0.08281394504925617,0.09367147657388868,24.723425938263496,16
98,2,0.05,10,0.5,0.5396825396825397,0.10087125544480041,0.10149362062256591,0.11019319822241559,34.98158690833686,16
99,1,0.1,1,0.6875,0.6428571428571428,0.42857142857142855,0.12948482373280432,0.13196817853252704,53.098182250083454,16
