z1_mean,z2_mean,z3_mean,z4_mean,z5_mean
-1.2709676533333334,-0.36420712111111103,-1.277728638888889,0.052868871111111125,0.1893396122222222
-1.433848441111111,-1.0932421933333334,-0.8492316599999999,-0.25846146555555555,0.16493924
-1.0926028655555555,0.29294555111111115,-0.8985398166666667,0.5145887766666666,-0.34551536666666666
-0.1379433355555556,-0.16704164444444444,-0.3182860822222223,-0.10012864555555556,0.9882706777777778
-0.07752385999999994,-1.34230218,-0.45299899666666665,-0.7329714155555556,0.5415630344444444
0.6254092711111111,-1.6483098277777777,-0.2472864844444444,-0.7432430288888888,0.4056922511111111
-0.6233539111111112,-1.5318313155555554,-0.6623582577777777,-0.2547470766666667,0.5245092111111112
0.1811256288888888,0.17599568444444458,-1.001281951111111,0.5256834877777776,0.43614858333333334
-0.002610202222222203,-0.6011837777777777,-0.49460544555555547,-0.07014854777777774,0.4762612222222222
-0.19496718777777783,-0.26586857444444445,-1.3243241411111113,-0.23472191888888894,0.08596094444444444
-0.5249020377777778,-0.5633511722222223,0.2710191344444444,-0.2568378011111111,1.1325726455555556
-0.6347801511111111,-0.6155087233333334,0.15301304,-0.40759644777777776,1.1233880555555558
0.6254092711111112,-1.6483098277777777,-0.2472864844444444,-0.7432430288888889,0.405692251111111
-0.3523080122222222,-0.5348379255555555,-1.0914441166666669,-0.010031206666666619,0.3184671444444444
0.38515706555555557,-0.2665912611111111,-0.26991806666666673,0.03609334222222224,0.7267691833333333
-0.9948535655555557,-1.6543345522222224,-0.6132730622222222,-0.7789687833333334,-0.09547420000000001
-0.013270849999999909,-0.7403146266666667,-0.5699167033333334,-0.1670637711111111,-0.10881610222222222
-0.20266054333333333,-0.8321721044444443,-0.5925946933333335,-0.25838035666666664,-0.18605912555555557
-0.7052388222222221,-1.6971315044444446,-0.2618393922222222,-0.7821614211111112,0.1199749511111111
-0.4306753344444446,-0.35566697999999997,-0.9602063344444444,0.36982461222222224,0.26734377
-0.6121898444444446,0.15280884444444448,-0.6720504166666667,0.524647098888889,0.20126961444444447
-1.0002014444444447,0.07617729555555558,-0.7886506744444444,0.9450229677777777,-0.03254104222222222
-0.10810553222222226,0.23516391555555557,-0.19573186999999997,0.5603527122222222,-0.18829823888888889
-0.3713084466666666,-0.01733962,-0.2096311488888889,0.43315250222222224,-0.16246795555555554
-0.9519565577777777,-0.7477606966666666,-0.7237518711111111,0.28624573999999997,-0.013166181111111131
-1.3459382155555555,-0.7339398355555555,-1.481334453333333,-0.41201959333333327,0.40365290333333337
-0.4283188511111111,-0.4857363944444444,-1.1012190599999998,-0.6044811077777779,0.3929710511111111
-0.16299323555555548,-1.4765309366666666,-0.42044199888888895,-0.45630329111111106,0.5555640922222222
0.48123692555555564,-0.6428978622222221,-0.4635313433333334,-0.4558578655555556,0.06416758222222224
0.15411987111111106,-0.9975122933333334,-0.43924802333333335,-0.9686473544444443,0.11209707222222222
-0.34134818444444437,-1.3318256544444445,-0.7701261277777778,-0.48014148777777776,0.3558499866666667
0.7624478833333332,-0.5641539666666665,-0.5560156066666667,-0.4015707899999999,-0.020158675555555537
0.7673277311111112,0.32927404444444447,-0.07163031888888888,-0.01925215111111103,0.5031291388888888
-1.437745652222222,-1.4631307933333333,-0.743468361111111,-0.4331798877777778,0.5646973799999999
-0.9225890744444446,-1.6209450244444445,-0.53323922,-0.42908931777777776,0.5249702233333333
-0.6105288744444444,-1.4346661566666667,-1.1303715300000001,-0.6615183688888889,0.3270036988888889
1.308247058888889,-0.5805769877777777,-0.7100596377777778,-0.27392821999999994,0.30359600444444446
-1.4314836088888887,-1.1028483855555555,-0.45982907222222213,-0.2927195844444444,0.40247959777777775
-0.9163270311111114,-1.2606626166666666,-0.2495999311111111,-0.2886290144444444,0.3627524411111111
-0.41418003222222216,-1.21175235,-1.3591507455555556,-0.29258383000000004,0.23572458555555556
-0.772661421111111,-1.1838065522222223,-0.6844662166666666,-0.4290117155555555,0.2374139644444444
0.19978786111111108,-0.0413071022222222,0.08114285222222223,0.10792464111111129,0.22614935333333333
0.4257738844444444,-0.30053710888888874,-0.58357778,0.5111493122222224,0.3027196122222222
-0.3145408244444444,-0.32638467222222217,-0.8778230733333332,0.5853715533333333,0.3217153655555556
-0.27184016777777775,-0.373673351111111,-0.9020249077777779,0.5721525355555558,0.25693179888888884
0.11932001666666665,-0.20247167666666666,-0.10827635666666666,-0.47425910111111097,0.28768469888888887
0.34530604000000004,-0.46170168333333333,-0.7729969888888889,-0.07103442999999993,0.3642549577777778
0.3402620466666668,0.37076108444444444,0.6455008877777778,0.027884635555555537,0.36424087999999993
0.61306132,-0.8462589844444444,-0.63245429,-0.461633498888889,0.4121267788888889
-0.47763325222222236,-0.7272266344444442,0.3784775633333333,-0.7965239511111111,0.6064986099999999
0.41625439000000014,-0.2965343233333333,0.4191237944444445,-0.89080848,0.25819353444444443
-1.5157285055555558,-0.13098573888888881,0.8571336466666666,0.1435608288888889,0.11717454777777779
-0.6485734611111111,-0.35893857222222214,0.479112508888889,0.4339432700000001,-0.47490915666666667
-0.8261414644444444,0.009907752222222276,-0.48822166999999994,0.2741264122222222,0.5020886455555555
0.6322690766666668,0.029244518888888918,-1.7003786466666666,0.08955171222222222,-0.14055202777777778
-0.014715644444444485,0.0831730366666667,-0.8155547988888888,-0.20499862222222212,0.34206719555555554
0.10054325888888883,-0.9389129677777777,-0.3005129233333333,-1.226128687777778,0.011568307777777743
-0.5383723033333333,-0.32297490777777776,-0.3665572777777778,0.015405842222222311,-0.006300326666666677
-0.039047981111111074,-0.5954903233333333,-0.2550590688888889,-0.8376779511111111,-0.25800893222222215
0.42051792555555556,-0.6614517099999999,0.0021407966666666667,-0.7595526788888889,-0.14262108444444443
-0.5328025722222223,0.5231517777777778,-0.8747303766666668,0.7993139522222221,0.5486024288888889
0.9691111200000001,0.006490262222222241,-0.23940754555555563,-0.17856568555555552,0.24544170333333332
0.7720303144444444,-0.8119765366666667,-0.6772467833333332,-0.9155092611111111,0.3505997822222222
0.07157648999999999,-1.1973286799999998,-0.7017753144444445,-0.29884268222222216,0.1538414777777778
-1.255691017777778,-1.132583658888889,-1.1107607744444445,0.07052152333333334,0.37644157888888885
-1.958624148888889,-0.8265760111111111,-1.3164732866666666,0.08079313666666665,0.5123123622222221
-2.7817374111111115,-1.2968921144444443,-1.1178906544444445,-0.2334846044444444,0.5589992066666666
-1.1116435988888889,-0.4548372155555555,0.6958602566666666,-0.27761243888888887,-0.17201901333333333
-1.8984673088888888,-0.33572567333333325,0.07189637777777776,-0.11081556111111109,-0.6132389788888889
0.68109873,-0.14682635999999993,-0.2750235755555555,-0.04488330777777774,0.40018311777777776
0.48401792444444436,-0.9652931588888889,-0.7128628133333333,-0.7818268833333334,0.5053411966666667
-0.06455857111111109,-1.3769773133333332,-0.5896058455555555,-0.3542729233333333,0.20680767555555557
-1.4769004377777777,-2.1103901166666663,-0.5731414666666667,-0.4199332,0.27379459000000006
-1.5006261377777779,-1.8574691099999998,-0.3942715244444444,-0.1810952188888889,0.2098415188888889
0.4464189222222222,0.9274564777777778,0.3113183577777778,0.5936213244444445,0.8301506833333333
-0.594585338888889,0.24533089222222224,0.37351337444444443,0.46014788555555547,0.8544948777777779
1.4981095311111108,0.62608111,-0.09242413777777776,0.00738398777777786,0.025978527777777774
0.32800964777777775,0.4476672233333334,0.36325062222222226,0.8403381455555556,0.8162464144444446
-0.7129946133333335,-0.2344583622222222,0.4254456388888889,0.7068647066666666,0.8405906088888889
1.039255273333333,0.4397142311111111,0.08319928333333333,-0.3482121877777777,0.23668035444444444
